sku	price	quantity	leadtime-to-ship
9936480-QCLIP-Q90	34.4	1	
9936480-QCLIP-Q81	34.4	1	
9936480-QCLIP-Q75	34.4	1	
9936480-QCLIP-Q68	34.4	1	
9936480-QCLIP-Q62	34.4	1	
9936480-QCLIP-Q52	34.4	1	
70581-DRK-SHDW-H-YLLW-37/5.75	107.99	1	1
70581-DRK-SHDW-H-YLLW-40/8.25	107.99	1	1
70581-DRK-SHDW-H-YLLW-41/9	107.99	1	1
8598-WH-S	26.25	1	
70570-MTT-BLACK-BLACK-48/13.5	179.99	1	1
70581-SLVR-RHDMN-RED-43/10.5	107.99	1	1
70570-MTT-BLACK-BLACK-46.5/12.25	179.99	1	1
329132-BLACK-S	42	1	1
70570-MTT-BLACK-BLACK-45.5/11.5	179.99	1	1
70570-MTT-BLACK-BLACK-42.5/9	179.99	1	1
70570-MTT-BLACK-BLACK-43/9.5	179.99	1	1
6858317-GINGER-GRAY-9S7-M	149.99	1	
39384U-MATADOR-S	96	1	
6858317-USA-04H-S	149.99	1	
4820743-BLK-WHT-5V7-M	24.99	1	1
329131-BLACK-M	44.99	1	1
2333B-BLK/VIBGREEN-S	131.97	1	
2080256-BK-S	29.99	1	1
1985A-WHITE-S	63	1	
29009-BLACK-001-OS	59.95	1	1
2850A-RED-CHAR-S	50.97	1	1
2434B-BLACK-L	107.97	1	1
2434B-BLACK-XL	107.97	1	1
2332B-BLACK/BLACK-2XL	107.97	1	
20376-URANIUM-BLACK-S	119.9	1	1
20184-BLACK-001-M	39.95	1	1
2023B-BLACK/BLACK-XS	53.97	1	
19317-PINK-170-XS-S	99.99	1	
19317-PINK-170-S-M	99.99	1	
19221506-DEEP-INDIGO-4VZ-XS	59.9	1	1
19221506-DEEP-INDIGO-4VZ-S	59.9	1	1
19221506-DEEP-INDIGO-4VZ-M	59.9	1	1
19221506-DEEP-INDIGO-4VZ-L	59.9	1	1
19221506-DEEP-INDIGO-4VZ-XL	59.9	1	1
19221506-PURPLE-2PL-XS	59.9	1	1
19221506-PURPLE-2PL-S	59.9	1	1
19221506-PURPLE-2PL-M	59.9	1	1
19221506-PURPLE-2PL-L	59.9	1	1
19221502-DEEP-INDIGO-4VZ-XL	59.9	1	1
19221502-DEEP-INDIGO-4VZ-XS	59.9	1	1
19111703-BLACK-XXL	70	1	1
19221502-BLK-BLK-027-XL	59.9	1	1
19214-FLM-RD-122-29	49.95	1	1
19221502-BLK-BLK-027-XS	59.9	1	1
19211703-BLK-MON-GRY-4ZO-SM	85	1	1
19211506-BLACK-BLACK-XS	69.9	1	1
19211501-MIST-GREEN-5IG-M	75	1	1
19211501-MIST-GREEN-5IG-L	75	1	1
19211505-BLK-S	39.9	1	1
19211505-BLK-L	39.9	1	1
19211501-SS15-BELGIN-BLOCK-XL	74.9	1	1
19211501-SS15-BELGIN-BLOCK-XXL	74.9	1	1
19211501-BLACK-XS	75	1	1
19211501-BLACK-S	75	1	1
19211501-BLACK-M	75	1	1
19211501-BLACK-L	75	1	1
19211501-BLACK-XL	75	1	1
19121705-ORANGE-COM-CITR-M	60	1	1
19121705-ORANGE-COM-CITR-L	60	1	1
19111705-BLK-SMOKE-PEARL-S	100	1	1
19111607-MONUMENT-GRY-XL	74.9	1	1
19111607-MONUMENT-GRY-XXL	74.9	1	1
19121705-ECLIP-BLUE-MIST-S	60	1	1
19121705-ECLIP-BLUE-MIST-M	60	1	1
19121705-ECLIP-BLUE-MIST-L	60	1	1
19121705-ECLIP-BLUE-MIST-XL	60	1	1
19121705-ECLIP-BLUE-MIST-XXL	60	1	1
19121601-TIBET-RED-4VR-S	39.9	1	1
19121601-TIBET-RED-4VR-M	39.9	1	1
19121505-MONUMEN-GRY-4ZK-S	74.9	1	1
19111705-BLK-SMOKE-PEARL-L	100	1	1
19111705-BLK-SMOKE-PEARL-XL	100	1	1
19111705-BLK-SMOKE-PEARL-XXL	100	1	1
19111703-BLACK-S	70	1	1
19111607-TIBETAN-RED-M	74.9	1	1
19111607-TIBETAN-RED-L	74.9	1	1
19111607-TIBETAN-RED-XL	74.9	1	1
19111607-MONUMENT-GRY-S	74.9	1	1
19111607-MONUMENT-GRY-M	74.9	1	1
19038-BLK-001-29	49.95	1	1
19042-HTR-BLU-492-29	44.95	1	1
19076F-BLACK-S	48	1	
19111607-BLK-M	74.9	1	1
19111607-BLK-XL	74.9	1	1
19097-FLO-YELLOW-130-M	54.99	1	
18786-BLACK-001-XS-SM	54.95	1	1
18786-BLACK-001-XL-2XL	54.95	1	1
18889-AQU-246-29	39.95	1	1
18493-BLACK-001-M	129.99	1	1
18493-BLACK-001-L	129.99	1	1
18605-BLACK-WHITE-018-38	129.99	1	1
18609-TEAL-176-XL	249.99	1	
18632-WHITE-BLACK-058-S	129.99	1	
18632-WHITE-BLACK-058-M	129.99	1	
18632-WHITE-BLACK-058-L	129.99	1	
18605-BLACK-WHITE-018-30	129.99	1	1
18604-BLACK-001-32	169.99	1	1
18604-BLACK-001-34	169.99	1	1
18604-BLACK-001-36	169.99	1	1
18495-BLACK-001-S	99.99	1	1
18495-BLACK-001-M	99.99	1	1
18495-BLACK-001-L	99.99	1	1
18486-NAVY-007-L	79.99	1	1
18486-NAVY-007-XL	79.99	1	1
18485-LIGHT-YLLW-090-XL	49.99	1	1
18486-BLACK-001-S	79.99	1	1
18486-BLACK-001-M	79.99	1	1
18486-BLACK-001-L	79.99	1	1
18486-BLACK-001-XL	79.99	1	1
18485-LIGHT-YLLW-090-M	49.99	1	1
18485-GRAY-006-S	49.99	1	1
18485-GRAY-006-M	49.99	1	1
18485-GRAY-006-L	49.99	1	1
18474-BLACK-001-2XL	44.99	1	
18474-BLACK-001-M	44.99	1	
18474-BLACK-001-L	44.99	1	
18476-ICE-BLUE-231-M	32.99	1	
18476-ICE-BLUE-231-L	32.99	1	
18477-ICE-BLUE-231-L	29.99	1	
18473-FAT-GRN-111-S	29.99	1	
18473-FAT-GRN-111-L	29.99	1	
18473-FAT-GRN-111-2XL	29.99	1	
18473-FLO-YELLOW-130-XL	29.99	1	
18473-FLO-YELLOW-130-2XL	29.99	1	
18468-FLO-YELLOW-130-S	49.99	1	
18468-BLK-WHITE-018-XL	49.99	1	
18472-RED-003-S	32.99	1	
18472-RED-003-M	32.99	1	
18472-RED-003-XL	32.99	1	
18472-BLK-CHARC-324-M	32.99	1	
18472-BLK-CHARC-324-L	32.99	1	
18453-GRAPH-103-38	69.99	1	1
18453-GRAPH-103-40	69.99	1	1
18453-GRAPH-103-34	69.99	1	1
18468-RED-BLACK-055-S	49.99	1	
1845B-MIDNIGHT-BLUE-XS	47.99	1	
18468-BLK-WHITE-018-S	49.99	1	
18453-TEAL-176-32	69.99	1	1
18453-TEAL-176-34	69.99	1	1
18453-GRAPH-103-30	69.99	1	1
17317-MAT-BLACK-255-L/XL	99.99	1	1
18453-BLACK-001-40	69.99	1	1
17318-BLUE-002-L/XL	79.99	1	
18453-BLACK-001-36	69.99	1	1
18453-BLACK-001-30	69.99	1	1
9969263-ORANGE-BLACK-48/13.5	249.99	1	1
9969263-ORANGE-BLACK-50/15	249.99	1	1
9969263-BLACK-45/11	249.99	1	1
9969263-BLACK-42.5/8.5	249.99	1	1
9969263-BLACK-43/9	249.99	1	1
9969263-BLACK-41/7	249.99	1	1
9969262-ORANGE-BLACK-46.5/12.5	249.99	1	1
9969262-ORANGE-BLACK-44.5/10.5	249.99	1	1
9969262-ORANGE-BLACK-42/8	249.99	1	1
9969262-ORANGE-BLACK-42.5/8.5	249.99	1	1
9969262-ORANGE-BLACK-43/9	249.99	1	1
9969262-ORANGE-BLACK-43.5/9.5	249.99	1	1
9969262-BLACK-48/13.5	249.99	1	1
9969262-BLACK-50/15	249.99	1	1
9969262-BLACK-44.5/10.5	249.99	1	1
9969262-BLACK-45/11	249.99	1	1
9969262-BLACK-45.5/11.5	249.99	1	1
9969261-BLACK-GREY-47/13	119.99	1	1
9969222-BRIGHT-RED-MAT-MED-55-59CM	249.99	1	
9969222-BRIGHT-RED-MAT-LRG-59-63CM	249.99	1	
9969261-BLACK-GREY-44/10	119.99	1	1
9969222-MATTE-BLACK-SM-51-55CM	249.99	1	
9969205-WHITE-43/8.9	139.89	1	1
9969205-WHITE-44/9.7	139.89	1	1
9969198-BLACK-BLACK-38/6	129.99	1	1
9969198-BLACK-BLACK-39/6.5	129.99	1	1
9969179-MILSPEC-OLV-BLK-44/10.5	79.95	1	1
9969179-MILSPEC-OLV-BLK-45/11	79.95	1	1
9969179-MILSPEC-OLV-BLK-46/12	79.95	1	1
9969179-MILSPEC-OLV-BLK-47/13	79.95	1	1
9969179-MILSPEC-OLV-BLK-48/13.5	79.95	1	1
9969179-MILSPEC-OLV-BLK-49/14.5	79.95	1	1
9969179-MILSPEC-OLV-BLK-50/15	79.95	1	1
9969179-MILSPEC-OLV-BLK-41/8	79.95	1	1
9969179-MILSPEC-OLV-BLK-42/9	79.95	1	1
9969179-DRESS-BLUE-GUM-39/6.5	79.95	1	1
9969179-DRESS-BLUE-GUM-40/7.5	79.95	1	1
9969178-YELLOW-BLACK-48/13.5	89.99	1	1
9969179-BLACK-GLWNG-RED-47/13	79.95	1	1
9969179-BLACK-GLWNG-RED-39/6.5	79.95	1	1
9969178-WHITE-46/12	89.99	1	1
9969178-WHITE-47/12.75	89.99	1	1
9969178-WHITE-42/8.75	89.99	1	1
9969178-YELLOW-BLACK-42/8.75	89.99	1	1
9969178-YELLOW-BLACK-43/9.5	89.99	1	1
9969178-YELLOW-BLACK-44/10.25	89.99	1	1
9969178-MATTE-BLACK-45/11	89.99	1	1
9969178-MATTE-BLACK-46/12	89.99	1	1
9969178-MATTE-BLACK-47/12.75	89.99	1	1
9969178-MATTE-BLACK-48/13.5	89.99	1	1
9969178-MATTE-BLACK-49/14.25	89.99	1	1
9969162-MAT-TITANIUM-FL-MD-55-59CM	67.45	1	1
9969162-MAT-BLACK-LIME-MD-55-59CM	67.45	1	1
9969162-MAT-WHT-LIME-SM-51-55CM	67.45	1	1
9969130-BLACK-46.5/12.25	224.99	1	1
9969162-MATTE-BLACK-MD-55-59CM	67.45	1	1
9969130-BLACK-45/11	224.99	1	1
9969130-BLACK-45.5/11.75	224.99	1	1
9969130-BLACK-43.5/10	224.99	1	1
9969130-BLACK-42.5/9	224.99	1	1
9969076-MAT-BLK-WHT-AGR-LG-58-62CM	135	1	1
9969053-BLACK-SQGL-47	89.99	1	1
9969053-DRK-SHDW-GLW-RD-41	89.99	1	1
9969053-DRK-SHDW-GLW-RD-42	89.99	1	1
9968991-BRI-RED-BLACK-MED-55-59CM	89.99	1	1
9968991-HIGH-YELLOW-SM-51-55CM	89.99	1	1
9968991-MTT-TTNM-WHITE-SM-51-55CM	89.99	1	1
9968991-MTT-TTNM-WHITE-LRG-59-63-CM	89.99	1	1
9968991-MTT-BLACK-WHITE-SM-51-55CM	89.99	1	1
9968988-PURPLE-TITANIUM-S-52-56	34.99	1	1
9968988-PURPLE-TITANIUM-M-55-59	34.99	1	1
9968988-MTT-NFRRD-BLACK-S-52-56	34.99	1	1
9968988-MTT-NFRRD-BLACK-M-55-59	34.99	1	1
9968987-DRESS-BLUE-GUM-37/5	107.99	1	1
9968987-DRESS-BLUE-GUM-47/12.75	107.99	1	1
9968987-DRESS-BLUE-GUM-39/6.5	107.99	1	1
9968987-BLACK-GUM-37/5	107.99	1	1
9968987-BLACK-GUM-46/12	107.99	1	1
9968987-BLACK-GUM-41/8	107.99	1	1
9968987-RMY-GLWNG-RD-GM-46/12	107.99	1	1
9968987-RMY-GLWNG-RD-GM-41/8	107.99	1	1
9968987-RMY-GLWNG-RD-GM-42/8.75	107.99	1	1
9968983-BLK-CAMO-ORANGE-S	19.99	1	1
9968970-GUM-BLACK-20X2.2	26.99	1	1
9968953-WHITE-42.5/8.7	199.99	1	1
9968898-OCEAN-BLUE-9/16	13.99	1	
9968897-BLACK-36-36.5	15.99	1	1
9968897-BLACK-37-37.5	15.99	1	1
9968914-PURPLE-9/16	19.99	1	1
9968823-BLACK-SILVER-MEDIUM	29.99	1	
9968822-ARCTIC-BERRY-SMALL	39.95	1	
9968822-ARCTIC-BERRY-MEDIUM	39.95	1	
9968721-BLACK-50/14.2	99.99	1	1
9968822-PINK-SMALL	39.95	1	
9968721-BLACK-40/6.7	99.99	1	1
9968721-BLACK-41/7.6	99.99	1	1
9968657-WATERMELON-243-16.8-OZ/456G	20	1	1
9968715-BLACK-41/7.6	99.89	1	1
9968711-BLACK-41/8.5	84.89	1	
9968711-BLACK-37/5.5	84.89	1	
9968628-MATTE-GUNMETAL-50-57CM	35.99	1	1
9968565-BLACK-41/7.6	119.89	1	1
9968565-BLACK-49/13.2	119.89	1	1
9968565-BLACK-52/16.2	119.89	1	1
9967113-678-PINK-PURPLE-OS	12.99	1	
9966893-MATTE-WHITE-GL-42	89.99	1	1
9966893-MATTE-WHITE-GL-43	89.99	1	1
9967060-WHT-BLK-RED-SPL-SMA-52-56CM	99.99	1	1
9966893-MATTE-WHITE-GL-38	89.99	1	1
9966887-BLUE-JWL-BLACK-48	161.95	1	1
9966887-LIME-BLACK-48	161.95	1	1
9966887-LIME-BLACK-42.5	161.95	1	1
9966887-LIME-BLACK-44.5	161.95	1	1
9966887-LIME-BLACK-41	161.95	1	1
9966887-LIME-BLACK-41.5	161.95	1	1
9966887-BLUE-JWL-BLACK-41	161.95	1	1
9966887-BLUE-JWL-BLACK-42	161.95	1	1
9966887-BLUE-JWL-BLACK-42.5	161.95	1	1
9966887-BLUE-JWL-BLACK-43	161.95	1	1
9966887-BLUE-JWL-BLACK-43.5	161.95	1	1
9966887-BLUE-JWL-BLACK-44	161.95	1	1
9966887-BLUE-JWL-BLACK-44.5	161.95	1	1
9966887-BLACK-41.5	161.95	1	1
9966886-BLUE-JEWEL-GUM-41	125.95	1	1
9966886-BLACK-GUM-46	125.95	1	1
9966886-BLUE-JEWEL-GUM-46	125.95	1	1
9966886-BLUE-JEWEL-GUM-48	125.95	1	1
9966863-WHITE-BLACK-45	116.95	1	1
9966813-CX-WHITE	20.99	1	1
9966863-WHITE-BLACK-46	116.95	1	1
9966863-WHITE-BLACK-44	116.95	1	1
9966862-WHITE-49	124.75	1	1
9966863-WHITE-BLACK-41	116.95	1	1
9966862-WHITE-45.5	124.75	1	1
9966834-700-23-ANTHRACITE-RED	44.99	1	1
9967679-BLUE-BAG	21.99	1	
9967361-BLK-BLUE-MATTE-SMALL	229.99	1	1
9967361-BLK-BLUE-MATTE-MEDIUM	229.99	1	1
9967234-BLUE-WHITE-2XL	89.99	1	1
9967236-BLUE-WHITE-3XL	104.99	1	1
9967234-BLUE-WHITE-S	89.99	1	1
9967085-BLACK-S	227.49	1	1
9967060-INFRD-SPLIT-SMA-52-56CM	99.99	1	1
9968550-ZEBRA-S-M	9.85	1	1
9968551-SUN-S-M	9.85	1	1
9968545-BLACK-S-M	12.55	1	1
9968545-BLACK-L-XL	12.55	1	1
9968527-718-SIL-MNT-WHT-OS	29.99	1	1
9968534-BIKE-CHAIN-S-M	9.85	1	1
9968527-001-BLACK-OS	29.99	1	1
9968493-BLACK-40/6.7	119.89	1	1
9967679-BLACK-BAG	21.99	1	
9968152-BLACK-44.5/10.1	199.99	1	1
9968005-MATTE-BLACK-LARGE	269.99	1	1
9967361-BLK-GREEN-MATTE-SMALL	229.99	1	1
9967361-BLK-GREEN-MATTE-MEDIUM	229.99	1	1
9967361-WHITE-BLUE-MEDIUM	229.99	1	1
9968005-VANILLA-GRAY-SMALL	269.99	1	1
9968005-MT-BLK-BLUE-EPS-MEDIUM	269.99	1	1
9968005-MT-BLK-BLUE-EPS-SMALL	269.99	1	1
9968005-WHITE-BLUE-EPS-LARGE	269.99	1	1
9969870-16T-PINK	49.99	1	
9969870-16T-RED	49.99	1	
9969870-16T-BLACK	49.99	1	
9969870-19T-PURPLE	49.99	1	
9969870-19T-PINK	49.99	1	
9969870-19T-BLUE	49.99	1	
9969756-HYDROGEN-WHITE-MEDIUM-LARGE	160	1	1
9969870-17T-PURPLE	49.99	1	
9969870-17T-PINK	49.99	1	
9969870-18T-SILVER	49.99	1	
9969745-BLACK-43.5	161.99	1	1
9969745-BLACK-44	161.99	1	1
9969745-BLACK-44.5	161.99	1	1
9969745-BLACK-45	161.99	1	1
9969745-BLACK-45.5	161.99	1	1
9969745-BLACK-46	161.99	1	1
9969745-BLACK-46.5	161.99	1	1
9969745-BLACK-47	161.99	1	1
9969553-HYDROGEN-WHITE-LARGE	270	1	1
9969745-BLACK-42.5	161.99	1	1
722252326348	19.08	1	1
722252326294	16.68	1	1
9969635-BLACK	21.99	1	
9969636-BLACK-43	99.9	1	1
9969870-17T-SILVER	49.99	1	
9969870-17T-RED	49.99	1	
9969870-17T-BLUE	49.99	1	
9969745-BLACK-39	161.99	1	1
9969745-BLACK-39.5	161.99	1	1
9969745-BLACK-40	161.99	1	1
9969640-BLACK	24.99	1	1
9969636-BLACK-42	99.9	1	1
9969561-WHITE-BLACK-8.5	129.99	1	1
9969558-WHITE-8.5	129	1	1
9969457-BLACK-SILVER-36	79.99	1	1
9969311-DINOSAUR-L-XL	11.65	1	1
9969310-BORN-S-M	9.85	1	1
9969263-BLACK-50/15	249.99	1	1
9969308-BLUEGRASS-S-M	10.75	1	1
9969263-BLACK-47/13	249.99	1	1
9969262-ORANGE-BLACK-48/13.5	249.99	1	1
9969548-GARMINUM-BLUE-LARGE	239	1	1
9969548-HYDROGEN-WHITE-SMALL	239	1	1
9969548-HYDROGEN-WHITE-MEDIUM	239	1	1
9969525-BLACK-GLWN-RED-45.5/11.8	199.95	1	1
9969553-NAVY-BLACK-MEDIUM	270	1	1
9969553-GARMINUM-BLUE-LARGE	270	1	1
9969553-HYDROGEN-WHITE-SMALL	270	1	1
9969551-URANIUM-BLACK-XL	89.99	1	1
9969551-URANIUM-BLACK-XS	89.99	1	1
9969552-ORNG-HYDR-WHITE-SMALL	320	1	1
9969552-FLUOR-PINK-SMALL	320	1	1
9969551-URANIUM-BLACK-S	89.99	1	1
9969549-URANIUM-BLACK-M	85	1	
9969549-URANIUM-BLACK-XS	85	1	
9969549-URANIUM-BLACK-XL	85	1	
9969548-NAVY-BLACK-MEDIUM	239	1	1
9969548-NAVY-BLACK-LARGE	239	1	1
9969313-RED-ROOSTER-S-M	11.65	1	1
9969520-BLACK-SMALL	44.95	1	
9970169-BLACK-42/8	299.95	1	1
9970169-BLACK-42.5/8.5	299.95	1	1
9970169-BLACK-43/9	299.95	1	1
9970169-BLACK-43.5/9.5	299.95	1	1
9970169-BLACK-44/10	299.95	1	1
9970169-BLACK-44.5/10.5	299.95	1	1
9970047-NVY-BLK-HYD-WHT-M	199.95	1	
9970047-NVY-BLK-HYD-WHT-L	199.95	1	
9970047-NVY-BLK-HYD-WHT-XL	199.95	1	
9970047-NVY-BLK-HYD-WHT-XXL	199.95	1	
9969961-FIREMAN-YOUTH-OSFA	37.49	1	1
9969961-WHALE-YOUTH-OSFA	37.49	1	1
9969961-SHARK-YOUTH-OSFA	37.49	1	1
9969961-TURTLE-YOUTH-OSFA	37.49	1	1
9970033-WHT-BLK-RED-S-52-56	76.99	1	1
9970033-BLK-INFRED-S-52-56	76.99	1	1
9970022-BLACK-45/11	249.99	1	1
9970006-PINK-CAT-S-M	10.99	1	1
9969935-BLK-DYN-GREEN-39.5	161.95	1	1
9969935-BLK-DYN-GREEN-38	161.95	1	1
9969934-BLACK-44/10.25	224.99	1	1
9969914-GLOWING-RED-SMALL	26.99	1	1
9969934-HIGH-YLLW-BLACK-44.5/10.75	224.99	1	1
9969927-PINK-BLACK-SMALL	17.99	1	1
9969934-BLACK-42/8.75	224.99	1	1
9969923-BLACK-WHITE-LARGE	23.35	1	1
9969915-BLACK-MEDIUM	23.99	1	1
9969920-BLACK-MEDIUM	31.45	1	1
9969914-BLACK-HEATHER-X-LARGE	26.99	1	1
9969908-WHITE-BLACK-MEDIUM	35.99	1	1
9970583-BLU-JEWEL-WHITE-XL	13.99	1	1
9970510-BLACK-SILVER-38.5	99.99	1	1
9970510-MATTE-BLACK-38	99.99	1	1
9970510-BLACK-SILVER-39.5	99.99	1	1
9970295-LESS-CARS-S-M	9.85	1	1
9970303-LI-BLUE-ORANGE-10-LITER	89.99	1	1
9970423-WHT-PURP-ORG-52MM	33.99	1	1
9970464-WHITE-42	289.99	1	1
9970442-BLACK-SILVER-48	299.99	1	1
9970296-LAND-SHARK-S-M	10.75	1	1
9970290-MTT-WHITE-BLACK-MED-55-59CM	107.95	1	1
9970290-MTT-BLACK-WHITE-SM-51-55CM	107.95	1	1
9970177-YELLOW	29.99	1	
9970177-BLUE	29.99	1	
9970169-BLACK-48/13.5	299.95	1	1
9970169-BLACK-50/15	299.95	1	1
9970169-WHITE-BLACK-45/11	299.95	1	1
9970169-BLACK-46.5/12.5	299.95	1	1
9970022-BLACK-46/12	249.99	1	1
9971244-BLACK-36/5.1	99.89	1	1
9971227-BLACK-46/11.2	119.89	1	1
9971242-BLACK-50/14.2	119.89	1	1
9971242-BLACK-41/7.6	119.89	1	1
9971242-BLACK-42/8.3	119.89	1	1
811660020907	56	1	
9971144-MATTE-BLK-CHAR-54-61CM	40.45	1	1
9971144-MAT-TITAN-CHAR-54-61CM	40.45	1	1
9971132-RED-BLACK-HERO-MED-55-59CM	49.99	1	1
811660020488	56	1	
811660020686	56	1	
811660020709	56	1	
9970513-BLACK-S-M	11.65	1	1
9970510-BLACK-SILVER-42	99.99	1	1
9970510-BLACK-SILVER-42.5	99.99	1	1
9970510-BLACK-SILVER-43	99.99	1	1
9970580-WHITE-BLACK-M	13.99	1	1
811660020464	56	2	
9971227-BLACK-45/10.5	119.89	2	1
722252351203	13.74	2	
9970169-BLACK-47/13	299.95	2	1
722252351210	13.74	2	
9970290-BRIGHT-RED-BLK-MED-55-59CM	107.95	2	1
9970290-BRIGHT-RED-BLK-LRG-59-63-CM	107.95	2	1
9970290-MTT-WHITE-BLACK-LRG-59-63-CM	107.95	2	1
9970290-MTT-BLACK-WHITE-XL-61-65-CM	107.95	2	1
9970290-MT-VERMILLION-MED-55-59CM	107.95	2	1
9970290-MT-VERMILLION-LRG-59-63-CM	107.95	2	1
9970352-PURPLE-510-ONE	9.99	2	1
9970508-MONKEY-BEIGE-L-XL	11.65	2	1
9970510-BLACK-SILVER-41	99.99	2	1
9970510-BLACK-SILVER-41.5	99.99	2	1
9969911-BLACK-WHITE-XLG	21	2	1
9969934-BLACK-44.5/10.75	224.99	2	1
9969961-BLOWFISH-YOUTH-OSFA	37.49	2	1
9969934-BLACK-45.5/11.75	224.99	2	1
9969961-FLOWER-YOUTH-OSFA	37.49	2	1
9969262-BLACK-43.5/9.5	249.99	2	1
9969316-SHARK-L-XL	9.85	2	1
9969317-DUMMY-S-M	9.85	2	1
9969394-BLACK-43/10.4	139.89	2	1
9969394-BLACK-44/11.2	139.89	2	1
9969549-URANIUM-BLACK-L	85	2	
9969551-URANIUM-BLACK-M	89.99	2	1
9969551-URANIUM-BLACK-L	89.99	2	1
9969552-HYDROGEN-WHITE-LARGE	320	2	1
9969552-ORNG-HYDR-WHITE-LARGE	320	2	1
9969552-HYDROGEN-WHITE-SMALL	320	2	1
9969553-HYDROGEN-WHITE-MEDIUM	270	2	1
9969553-GARMINUM-BLUE-MEDIUM	270	2	1
9969308-PINK-S-M	10.75	2	1
9969311-DINOSAUR-S-M	11.65	2	1
9969315-ARGYLE-S-M	9.85	2	1
9969636-BLACK-40	99.9	2	1
9969745-BLACK-41	161.99	2	1
9969745-BLACK-42	161.99	2	1
9969745-BLACK-48	161.99	2	1
9969870-18T-RED	49.99	2	
9969870-18T-BLUE	49.99	2	
9969870-18T-BLACK	49.99	2	
9969870-18T-PINK	49.99	2	
9969870-20T-SILVER	49.99	2	
9969870-20T-BLACK	49.99	2	
9969870-18T-ORANGE	49.99	2	
769493200648	46.8	2	1
769493200884	26.4	2	1
769493200853	26.4	2	1
040232220296	33	2	
9968152-BLACK-44/9.7	199.99	2	1
9968256-TRIPPY-DIPPY	54.99	2	
9967361-BLK-PINK-MATTE-SMALL	229.99	2	1
9968315-BLACK-42	84.89	2	1
9968315-BLACK-44	84.89	2	1
9968315-BLACK-47	84.89	2	1
9968543-PEOPLE-BIKES-S-M	9.85	2	1
9968565-BLACK-40/6.7	119.89	2	1
9967116-002-BLACK-RED-OS	179.99	2	
9967234-BLUE-WHITE-L	89.99	2	1
9967181-CLEAR-TRANSLUCNT-AQUA	21.95	2	1
9967181-SMOKE-TRNSLCNT-PURPLE	21.95	2	1
9967236-BLUE-WHITE-XS	104.99	2	1
9967336-BLACK-S	17.99	2	1
9967336-BLACK-L	17.99	2	1
9967237-BLUE-WHITE-L	89.99	2	1
9967238-BLUE-WHITE-L	104.99	2	1
9966863-WHITE-BLACK-42	116.95	2	1
9966834-700-25-ANTHRACITE-BLUE	44.99	2	1
9966863-WHITE-BLACK-45.5	116.95	2	1
9966863-WHITE-BLACK-48	116.95	2	1
9966886-BLUE-JEWEL-GUM-47	125.95	2	1
9966886-BLUE-JEWEL-GUM-44	125.95	2	1
9966886-BLUE-JEWEL-GUM-45	125.95	2	1
9966886-BLUE-JEWEL-GUM-42	125.95	2	1
9966887-BLACK-47	161.95	2	1
9966887-BLACK-48	161.95	2	1
9966887-BLACK-44	161.95	2	1
9966887-BLUE-JWL-BLACK-45	161.95	2	1
9966887-BLUE-JWL-BLACK-45.5	161.95	2	1
9966887-BLUE-JWL-BLACK-46	161.95	2	1
9966887-BLUE-JWL-BLACK-46.5	161.95	2	1
9966887-BLUE-JWL-BLACK-47	161.95	2	1
9966887-LIME-BLACK-43	161.95	2	1
9966887-LIME-BLACK-46.5	161.95	2	1
9966887-LIME-BLACK-47	161.95	2	1
9966940-GREY-LARGE	14.99	2	1
9966893-MATTE-WHITE-GL-40	89.99	2	1
9967010-RED-OS	14.49	2	
9966940-GREY-CHILD	14.99	2	1
9967010-BLACK-OS	14.49	2	
9968565-BLACK-50/14.2	119.89	2	1
9968628-WHITE-TEAL-50-57CM	35.99	2	1
9968580-BLACK-38/5.2	79.89	2	1
9968628-MT-MID-INFRARED-50-57CM	35.99	2	1
9968640-BLACK-42/8.3	79.89	2	1
9968640-BLACK-44/9.7	79.89	2	1
9968657-ORANGE-241-16.8-OZ/456G	20	2	1
9968716-GREY-ORANGE-45/10.5	119.89	2	1
9968721-BLACK-48/12.3	99.99	2	1
9968716-GREY-ORANGE-47/11.8	119.89	2	1
9968822-BLACK-SMALL	39.95	2	
9968822-SPLASH-MEDIUM	39.95	2	
9968822-PURPLE-SMALL	39.95	2	
9968823-BLACK-SILVER-LARGE	29.99	2	
9968953-WHITE-42/8.3	199.99	2	1
9968987-BLACK-GUM-42/8.75	107.99	2	1
9968987-BLACK-GUM-43/9.5	107.99	2	1
9968987-BLACK-GUM-44/10.25	107.99	2	1
9968987-BLACK-GUM-45/11	107.99	2	1
9968987-BLACK-GUM-47/12.75	107.99	2	1
9968987-DRESS-BLUE-GUM-40/7.25	107.99	2	1
9968987-DRESS-BLUE-GUM-48/13.5	107.99	2	1
9968987-DRESS-BLUE-GUM-42/8.75	107.99	2	1
9968987-DRESS-BLUE-GUM-43/9.5	107.99	2	1
9968987-DRESS-BLUE-GUM-44/10.25	107.99	2	1
9968991-MTT-TTNM-WHITE-MED-55-59CM	89.99	2	1
9968991-BRI-RED-BLACK-LRG-59-63-CM	89.99	2	1
9969039-BLACK	11.99	2	1
9968991-MTT-VERMILLION-LRG-59-63-CM	89.99	2	1
9969053-DRK-SHDW-GLW-RD-45	89.99	2	1
9969130-BLACK-44/10.25	224.99	2	1
9969130-BLACK-44.5/10.75	224.99	2	1
9969130-BLACK-46/12	224.99	2	1
